Lv,ATK_Base,ATK_Pow,HP_Base,HP_Pow,DEF_Base,DEF_Pow,HPREC_Base,HPREC_Pow,CR_Base,CR_Pow,ATKT_Base,ATKT_Pow,OFFT,GOLDR,ATKR,OFFA,ATKSP,RCD,UCR_Base,UCR_Pow,ATKB,CD,DEFR,IGNDEF_Base,IGNDEF_Pow
10269,1.419455316,93,,,,,,,,,,,,,,,,,,,,,,,
10270,1.447844422,93,,,,,,,,,,,,,,,,,,,,,,,
10271,1.476801311,93,,,,,,,,,,,,,,,,,,,,,,,
10272,1.506337337,93,,,,,,,,,,,,,,,,,,,,,,,
10273,1.536464084,93,,,,,,,,,,,,,,,,,,,,,,,
10274,1.567193366,93,,,,,,,,,,,,,,,,,,,,,,,
10275,1.598537233,93,,,,,,,,,,,,,,,,,,,,,,,
10276,1.630507978,93,,,,,,,,,,,,,,,,,,,,,,,
10277,1.663118137,93,,,,,,,,,,,,,,,,,,,,,,,
10278,1.6963805,93,,,,,,,,,,,,,,,,,,,,,,,
10279,1.73030811,93,,,,,,,,,,,,,,,,,,,,,,,
10280,1.764914272,93,,,,,,,,,,,,,,,,,,,,,,,
10281,1.800212557,93,,,,,,,,,,,,,,,,,,,,,,,
10282,1.836216809,93,,,,,,,,,,,,,,,,,,,,,,,
10283,1.872941145,93,,,,,,,,,,,,,,,,,,,,,,,
10284,1.910399968,93,,,,,,,,,,,,,,,,,,,,,,,
10285,1.948607967,93,,,,,,,,,,,,,,,,,,,,,,,
10286,1.987580126,93,,,,,,,,,,,,,,,,,,,,,,,
10287,2.027331729,93,,,,,,,,,,,,,,,,,,,,,,,
10288,2.067878364,93,,,,,,,,,,,,,,,,,,,,,,,
10289,2.109235931,93,,,,,,,,,,,,,,,,,,,,,,,
10290,2.151420649,93,,,,,,,,,,,,,,,,,,,,,,,
10291,2.194449062,93,,,,,,,,,,,,,,,,,,,,,,,
10292,2.238338044,93,,,,,,,,,,,,,,,,,,,,,,,
10293,2.283104804,93,,,,,,,,,,,,,,,,,,,,,,,
10294,2.328766901,93,,,,,,,,,,,,,,,,,,,,,,,
10295,2.375342239,93,,,,,,,,,,,,,,,,,,,,,,,
10296,2.422849083,93,,,,,,,,,,,,,,,,,,,,,,,
10297,2.471306065,93,,,,,,,,,,,,,,,,,,,,,,,
10298,2.520732186,93,,,,,,,,,,,,,,,,,,,,,,,
10299,2.57114683,93,,,,,,,,,,,,,,,,,,,,,,,
10300,2.622569767,93,,,,,,,,,,,,,,,,,,,,,,,
10301,2.675021162,93,,,,,,,,,,,,,,,,,,,,,,,
10302,2.728521585,93,,,,,,,,,,,,,,,,,,,,,,,
10303,2.783092017,93,,,,,,,,,,,,,,,,,,,,,,,
10304,2.838753857,93,,,,,,,,,,,,,,,,,,,,,,,
10305,2.895528934,93,,,,,,,,,,,,,,,,,,,,,,,
10306,2.953439513,93,,,,,,,,,,,,,,,,,,,,,,,
10307,3.012508303,93,,,,,,,,,,,,,,,,,,,,,,,
10308,3.072758469,93,,,,,,,,,,,,,,,,,,,,,,,
10309,3.134213639,93,,,,,,,,,,,,,,,,,,,,,,,
10310,3.196897912,93,,,,,,,,,,,,,,,,,,,,,,,
10311,3.26083587,93,,,,,,,,,,,,,,,,,,,,,,,
10312,3.326052587,93,,,,,,,,,,,,,,,,,,,,,,,
10313,3.392573639,93,,,,,,,,,,,,,,,,,,,,,,,
10314,3.460425112,93,,,,,,,,,,,,,,,,,,,,,,,
10315,3.529633614,93,,,,,,,,,,,,,,,,,,,,,,,
10316,3.600226286,93,,,,,,,,,,,,,,,,,,,,,,,
10317,3.672230812,93,,,,,,,,,,,,,,,,,,,,,,,
10318,3.745675428,93,,,,,,,,,,,,,,,,,,,,,,,
10319,3.820588937,93,,,,,,,,,,,,,,,,,,,,,,,
10320,3.897000716,93,,,,,,,,,,,,,,,,,,,,,,,
10321,3.97494073,93,,,,,,,,,,,,,,,,,,,,,,,
10322,4.054439544,93,,,,,,,,,,,,,,,,,,,,,,,
10323,4.135528335,93,,,,,,,,,,,,,,,,,,,,,,,
10324,4.218238902,93,,,,,,,,,,,,,,,,,,,,,,,
10325,4.30260368,93,,,,,,,,,,,,,,,,,,,,,,,
10326,4.388655754,93,,,,,,,,,,,,,,,,,,,,,,,
10327,4.476428869,93,,,,,,,,,,,,,,,,,,,,,,,
10328,4.565957446,93,,,,,,,,,,,,,,,,,,,,,,,
10329,4.657276595,93,,,,,,,,,,,,,,,,,,,,,,,
10330,4.750422127,93,,,,,,,,,,,,,,,,,,,,,,,
10331,4.84543057,93,,,,,,,,,,,,,,,,,,,,,,,
10332,4.942339181,93,,,,,,,,,,,,,,,,,,,,,,,
10333,5.041185965,93,,,,,,,,,,,,,,,,,,,,,,,
10334,5.142009684,93,,,,,,,,,,,,,,,,,,,,,,,
10335,5.244849877,93,,,,,,,,,,,,,,,,,,,,,,,
10336,5.349746875,93,,,,,,,,,,,,,,,,,,,,,,,
10337,5.456741813,93,,,,,,,,,,,,,,,,,,,,,,,
10338,5.565876649,93,,,,,,,,,,,,,,,,,,,,,,,
10339,5.677194182,93,,,,,,,,,,,,,,,,,,,,,,,
10340,5.790738065,93,,,,,,,,,,,,,,,,,,,,,,,
10341,5.906552827,93,,,,,,,,,,,,,,,,,,,,,,,
10342,6.024683883,93,,,,,,,,,,,,,,,,,,,,,,,
10343,6.145177561,93,,,,,,,,,,,,,,,,,,,,,,,
10344,6.268081112,93,,,,,,,,,,,,,,,,,,,,,,,
10345,6.393442734,93,,,,,,,,,,,,,,,,,,,,,,,
10346,6.521311589,93,,,,,,,,,,,,,,,,,,,,,,,
10347,6.651737821,93,,,,,,,,,,,,,,,,,,,,,,,
10348,6.784772577,93,,,,,,,,,,,,,,,,,,,,,,,
10349,6.920468029,93,,,,,,,,,,,,,,,,,,,,,,,
10350,7.058877389,93,,,,,,,,,,,,,,,,,,,,,,,
10351,7.200054937,93,,,,,,,,,,,,,,,,,,,,,,,
10352,7.344056036,93,,,,,,,,,,,,,,,,,,,,,,,
10353,7.490937157,93,,,,,,,,,,,,,,,,,,,,,,,
10354,7.6407559,93,,,,,,,,,,,,,,,,,,,,,,,
10355,7.793571018,93,,,,,,,,,,,,,,,,,,,,,,,
10356,7.949442438,93,,,,,,,,,,,,,,,,,,,,,,,
10357,8.108431287,93,,,,,,,,,,,,,,,,,,,,,,,
10358,8.270599913,93,,,,,,,,,,,,,,,,,,,,,,,
10359,8.436011911,93,,,,,,,,,,,,,,,,,,,,,,,
10360,8.604732149,93,,,,,,,,,,,,,,,,,,,,,,,
10361,8.776826792,93,,,,,,,,,,,,,,,,,,,,,,,
10362,8.952363328,93,,,,,,,,,,,,,,,,,,,,,,,
10363,9.131410594,93,,,,,,,,,,,,,,,,,,,,,,,
10364,9.314038806,93,,,,,,,,,,,,,,,,,,,,,,,
10365,9.500319582,93,,,,,,,,,,,,,,,,,,,,,,,
10366,9.690325974,93,,,,,,,,,,,,,,,,,,,,,,,
10367,9.884132494,93,,,,,,,,,,,,,,,,,,,,,,,
10368,1.008181514,94,,,,,,,,,,,,,,,,,,,,,,,
10369,1.028345145,94,,,,,,,,,,,,,,,,,,,,,,,
10370,1.048912048,94,,,,,,,,,,,,,,,,,,,,,,,
10371,1.069890288,94,,,,,,,,,,,,,,,,,,,,,,,
10372,1.091288094,94,,,,,,,,,,,,,,,,,,,,,,,
10373,1.113113856,94,,,,,,,,,,,,,,,,,,,,,,,
10374,1.135376133,94,,,,,,,,,,,,,,,,,,,,,,,
10375,1.158083656,94,,,,,,,,,,,,,,,,,,,,,,,
10376,1.181245329,94,,,,,,,,,,,,,,,,,,,,,,,
10377,1.204870236,94,,,,,,,,,,,,,,,,,,,,,,,
10378,1.22896764,94,,,,,,,,,,,,,,,,,,,,,,,
10379,1.253546993,94,,,,,,,,,,,,,,,,,,,,,,,
10380,1.278617933,94,,,,,,,,,,,,,,,,,,,,,,,
10381,1.304190292,94,,,,,,,,,,,,,,,,,,,,,,,
10382,1.330274097,94,,,,,,,,,,,,,,,,,,,,,,,
10383,1.356879579,94,,,,,,,,,,,,,,,,,,,,,,,
10384,1.384017171,94,,,,,,,,,,,,,,,,,,,,,,,
10385,1.411697514,94,,,,,,,,,,,,,,,,,,,,,,,
10386,1.439931465,94,,,,,,,,,,,,,,,,,,,,,,,
10387,1.468730094,94,,,,,,,,,,,,,,,,,,,,,,,
10388,1.498104696,94,,,,,,,,,,,,,,,,,,,,,,,
10389,1.52806679,94,,,,,,,,,,,,,,,,,,,,,,,
10390,1.558628126,94,,,,,,,,,,,,,,,,,,,,,,,
10391,1.589800688,94,,,,,,,,,,,,,,,,,,,,,,,
10392,1.621596702,94,,,,,,,,,,,,,,,,,,,,,,,
10393,1.654028636,94,,,,,,,,,,,,,,,,,,,,,,,
10394,1.687109209,94,,,,,,,,,,,,,,,,,,,,,,,
10395,1.720851393,94,,,,,,,,,,,,,,,,,,,,,,,
10396,1.755268421,94,,,,,,,,,,,,,,,,,,,,,,,
10397,1.790373789,94,,,,,,,,,,,,,,,,,,,,,,,
10398,1.826181265,94,,,,,,,,,,,,,,,,,,,,,,,
10399,1.86270489,94,,,,,,,,,,,,,,,,,,,,,,,
10400,1.899958988,94,,,,,,,,,,,,,,,,,,,,,,,
10401,1.937958168,94,,,,,,,,,,,,,,,,,,,,,,,
10402,1.976717331,94,,,,,,,,,,,,,,,,,,,,,,,
10403,2.016251678,94,,,,,,,,,,,,,,,,,,,,,,,
10404,2.056576711,94,,,,,,,,,,,,,,,,,,,,,,,
10405,2.097708246,94,,,,,,,,,,,,,,,,,,,,,,,
10406,2.13966241,94,,,,,,,,,,,,,,,,,,,,,,,
10407,2.182455659,94,,,,,,,,,,,,,,,,,,,,,,,
10408,2.226104772,94,,,,,,,,,,,,,,,,,,,,,,,
10409,2.270626867,94,,,,,,,,,,,,,,,,,,,,,,,
10410,2.316039405,94,,,,,,,,,,,,,,,,,,,,,,,
10411,2.362360193,94,,,,,,,,,,,,,,,,,,,,,,,
10412,2.409607397,94,,,,,,,,,,,,,,,,,,,,,,,
10413,2.457799544,94,,,,,,,,,,,,,,,,,,,,,,,
10414,2.506955535,94,,,,,,,,,,,,,,,,,,,,,,,
10415,2.557094646,94,,,,,,,,,,,,,,,,,,,,,,,
10416,2.608236539,94,,,,,,,,,,,,,,,,,,,,,,,
10417,2.66040127,94,,,,,,,,,,,,,,,,,,,,,,,
10418,2.713609295,94,,,,,,,,,,,,,,,,,,,,,,,
10419,2.767881481,94,,,,,,,,,,,,,,,,,,,,,,,
10420,2.823239111,94,,,,,,,,,,,,,,,,,,,,,,,
10421,2.879703893,94,,,,,,,,,,,,,,,,,,,,,,,
10422,2.937297971,94,,,,,,,,,,,,,,,,,,,,,,,
10423,2.99604393,94,,,,,,,,,,,,,,,,,,,,,,,
10424,3.055964809,94,,,,,,,,,,,,,,,,,,,,,,,
10425,3.117084105,94,,,,,,,,,,,,,,,,,,,,,,,
10426,3.179425787,94,,,,,,,,,,,,,,,,,,,,,,,
10427,3.243014303,94,,,,,,,,,,,,,,,,,,,,,,,
10428,3.307874589,94,,,,,,,,,,,,,,,,,,,,,,,
10429,3.374032081,94,,,,,,,,,,,,,,,,,,,,,,,
10430,3.441512722,94,,,,,,,,,,,,,,,,,,,,,,,
10431,3.510342977,94,,,,,,,,,,,,,,,,,,,,,,,
10432,3.580549836,94,,,,,,,,,,,,,,,,,,,,,,,
10433,3.652160833,94,,,,,,,,,,,,,,,,,,,,,,,
10434,3.72520405,94,,,,,,,,,,,,,,,,,,,,,,,
10435,3.799708131,94,,,,,,,,,,,,,,,,,,,,,,,
10436,3.875702293,94,,,,,,,,,,,,,,,,,,,,,,,
10437,3.953216339,94,,,,,,,,,,,,,,,,,,,,,,,
10438,4.032280666,94,,,,,,,,,,,,,,,,,,,,,,,
10439,4.112926279,94,,,,,,,,,,,,,,,,,,,,,,,
10440,4.195184805,94,,,,,,,,,,,,,,,,,,,,,,,
10441,4.279088501,94,,,,,,,,,,,,,,,,,,,,,,,
10442,4.364670271,94,,,,,,,,,,,,,,,,,,,,,,,
10443,4.451963676,94,,,,,,,,,,,,,,,,,,,,,,,
10444,4.54100295,94,,,,,,,,,,,,,,,,,,,,,,,
10445,4.631823009,94,,,,,,,,,,,,,,,,,,,,,,,
10446,4.724459469,94,,,,,,,,,,,,,,,,,,,,,,,
10447,4.818948658,94,,,,,,,,,,,,,,,,,,,,,,,
10448,4.915327632,94,,,,,,,,,,,,,,,,,,,,,,,
10449,5.013634184,94,,,,,,,,,,,,,,,,,,,,,,,
10450,5.113906868,94,,,,,,,,,,,,,,,,,,,,,,,
10451,5.216185005,94,,,,,,,,,,,,,,,,,,,,,,,
10452,5.320508705,94,,,,,,,,,,,,,,,,,,,,,,,
10453,5.426918879,94,,,,,,,,,,,,,,,,,,,,,,,
10454,5.535457257,94,,,,,,,,,,,,,,,,,,,,,,,
10455,5.646166402,94,,,,,,,,,,,,,,,,,,,,,,,
10456,5.75908973,94,,,,,,,,,,,,,,,,,,,,,,,
10457,5.874271525,94,,,,,,,,,,,,,,,,,,,,,,,
10458,5.991756955,94,,,,,,,,,,,,,,,,,,,,,,,
10459,6.111592094,94,,,,,,,,,,,,,,,,,,,,,,,
10460,6.233823936,94,,,,,,,,,,,,,,,,,,,,,,,
10461,6.358500415,94,,,,,,,,,,,,,,,,,,,,,,,
10462,6.485670423,94,,,,,,,,,,,,,,,,,,,,,,,
10463,6.615383832,94,,,,,,,,,,,,,,,,,,,,,,,
10464,6.747691508,94,,,,,,,,,,,,,,,,,,,,,,,
10465,6.882645339,94,,,,,,,,,,,,,,,,,,,,,,,
10466,7.020298245,94,,,,,,,,,,,,,,,,,,,,,,,
10467,7.16070421,94,,,,,,,,,,,,,,,,,,,,,,,
10468,7.303918294,94,,,,,,,,,,,,,,,,,,,,,,,
10469,7.44999666,94,,,,,,,,,,,,,,,,,,,,,,,
10470,7.598996594,94,,,,,,,,,,,,,,,,,,,,,,,
10471,7.750976525,94,,,,,,,,,,,,,,,,,,,,,,,
10472,7.905996056,94,,,,,,,,,,,,,,,,,,,,,,,
10473,8.064115977,94,,,,,,,,,,,,,,,,,,,,,,,
10474,8.225398297,94,,,,,,,,,,,,,,,,,,,,,,,
10475,8.389906262,94,,,,,,,,,,,,,,,,,,,,,,,
10476,8.557704388,94,,,,,,,,,,,,,,,,,,,,,,,
10477,8.728858475,94,,,,,,,,,,,,,,,,,,,,,,,
10478,8.903435645,94,,,,,,,,,,,,,,,,,,,,,,,
10479,9.081504358,94,,,,,,,,,,,,,,,,,,,,,,,
10480,9.263134445,94,,,,,,,,,,,,,,,,,,,,,,,
10481,9.448397134,94,,,,,,,,,,,,,,,,,,,,,,,
10482,9.637365077,94,,,,,,,,,,,,,,,,,,,,,,,
10483,9.830112378,94,,,,,,,,,,,,,,,,,,,,,,,
10484,1.002671463,95,,,,,,,,,,,,,,,,,,,,,,,
10485,1.022724892,95,,,,,,,,,,,,,,,,,,,,,,,
10486,1.04317939,95,,,,,,,,,,,,,,,,,,,,,,,
10487,1.064042977,95,,,,,,,,,,,,,,,,,,,,,,,
10488,1.085323837,95,,,,,,,,,,,,,,,,,,,,,,,
10489,1.107030314,95,,,,,,,,,,,,,,,,,,,,,,,
10490,1.12917092,95,,,,,,,,,,,,,,,,,,,,,,,
10491,1.151754338,95,,,,,,,,,,,,,,,,,,,,,,,
10492,1.174789425,95,,,,,,,,,,,,,,,,,,,,,,,
10493,1.198285214,95,,,,,,,,,,,,,,,,,,,,,,,
10494,1.222250918,95,,,,,,,,,,,,,,,,,,,,,,,
10495,1.246695936,95,,,,,,,,,,,,,,,,,,,,,,,
10496,1.271629855,95,,,,,,,,,,,,,,,,,,,,,,,
10497,1.297062452,95,,,,,,,,,,,,,,,,,,,,,,,
10498,1.323003701,95,,,,,,,,,,,,,,,,,,,,,,,
10499,1.349463775,95,,,,,,,,,,,,,,,,,,,,,,,
10500,1.376453051,95,,,,,,,,,,,,,,,,,,,,,,,
10501,1.403982112,95,,,,,,,,,,,,,,,,,,,,,,,
10502,1.432061754,95,,,,,,,,,,,,,,,,,,,,,,,
10503,1.460702989,95,,,,,,,,,,,,,,,,,,,,,,,
10504,1.489917049,95,,,,,,,,,,,,,,,,,,,,,,,
10505,1.51971539,95,,,,,,,,,,,,,,,,,,,,,,,
10506,1.550109698,95,,,,,,,,,,,,,,,,,,,,,,,
10507,1.581111892,95,,,,,,,,,,,,,,,,,,,,,,,
10508,1.612734129,95,,,,,,,,,,,,,,,,,,,,,,,
10509,1.644988812,95,,,,,,,,,,,,,,,,,,,,,,,
10510,1.677888588,95,,,,,,,,,,,,,,,,,,,,,,,
10511,1.71144636,95,,,,,,,,,,,,,,,,,,,,,,,
10512,1.745675287,95,,,,,,,,,,,,,,,,,,,,,,,
10513,1.780588793,95,,,,,,,,,,,,,,,,,,,,,,,
10514,1.816200569,95,,,,,,,,,,,,,,,,,,,,,,,
10515,1.85252458,95,,,,,,,,,,,,,,,,,,,,,,,
10516,1.889575072,95,,,,,,,,,,,,,,,,,,,,,,,
10517,1.927366573,95,,,,,,,,,,,,,,,,,,,,,,,
10518,1.965913905,95,,,,,,,,,,,,,,,,,,,,,,,
10519,2.005232183,95,,,,,,,,,,,,,,,,,,,,,,,
10520,2.045336826,95,,,,,,,,,,,,,,,,,,,,,,,
10521,2.086243563,95,,,,,,,,,,,,,,,,,,,,,,,
10522,2.127968434,95,,,,,,,,,,,,,,,,,,,,,,,
10523,2.170527803,95,,,,,,,,,,,,,,,,,,,,,,,
10524,2.213938359,95,,,,,,,,,,,,,,,,,,,,,,,
10525,2.258217126,95,,,,,,,,,,,,,,,,,,,,,,,
10526,2.303381469,95,,,,,,,,,,,,,,,,,,,,,,,
10527,2.349449098,95,,,,,,,,,,,,,,,,,,,,,,,
10528,2.39643808,95,,,,,,,,,,,,,,,,,,,,,,,
10529,2.444366842,95,,,,,,,,,,,,,,,,,,,,,,,
10530,2.493254178,95,,,,,,,,,,,,,,,,,,,,,,,
10531,2.543119262,95,,,,,,,,,,,,,,,,,,,,,,,
10532,2.593981647,95,,,,,,,,,,,,,,,,,,,,,,,
10533,2.64586128,95,,,,,,,,,,,,,,,,,,,,,,,
10534,2.698778506,95,,,,,,,,,,,,,,,,,,,,,,,
10535,2.752754076,95,,,,,,,,,,,,,,,,,,,,,,,
10536,2.807809157,95,,,,,,,,,,,,,,,,,,,,,,,
10537,2.863965341,95,,,,,,,,,,,,,,,,,,,,,,,
10538,2.921244647,95,,,,,,,,,,,,,,,,,,,,,,,
10539,2.97966954,95,,,,,,,,,,,,,,,,,,,,,,,
10540,3.039262931,95,,,,,,,,,,,,,,,,,,,,,,,
10541,3.10004819,95,,,,,,,,,,,,,,,,,,,,,,,
10542,3.162049154,95,,,,,,,,,,,,,,,,,,,,,,,
10543,3.225290137,95,,,,,,,,,,,,,,,,,,,,,,,
10544,3.289795939,95,,,,,,,,,,,,,,,,,,,,,,,
10545,3.355591858,95,,,,,,,,,,,,,,,,,,,,,,,
10546,3.422703695,95,,,,,,,,,,,,,,,,,,,,,,,
10547,3.491157769,95,,,,,,,,,,,,,,,,,,,,,,,
10548,3.560980925,95,,,,,,,,,,,,,,,,,,,,,,,
10549,3.632200543,95,,,,,,,,,,,,,,,,,,,,,,,
10550,3.704844554,95,,,,,,,,,,,,,,,,,,,,,,,
10551,3.778941445,95,,,,,,,,,,,,,,,,,,,,,,,
10552,3.854520274,95,,,,,,,,,,,,,,,,,,,,,,,
10553,3.931610679,95,,,,,,,,,,,,,,,,,,,,,,,
10554,4.010242893,95,,,,,,,,,,,,,,,,,,,,,,,
10555,4.090447751,95,,,,,,,,,,,,,,,,,,,,,,,
10556,4.172256706,95,,,,,,,,,,,,,,,,,,,,,,,
10557,4.25570184,95,,,,,,,,,,,,,,,,,,,,,,,
10558,4.340815877,95,,,,,,,,,,,,,,,,,,,,,,,
10559,4.427632194,95,,,,,,,,,,,,,,,,,,,,,,,
10560,4.516184838,95,,,,,,,,,,,,,,,,,,,,,,,
10561,4.606508535,95,,,,,,,,,,,,,,,,,,,,,,,
10562,4.698638706,95,,,,,,,,,,,,,,,,,,,,,,,
10563,4.79261148,95,,,,,,,,,,,,,,,,,,,,,,,
10564,4.888463709,95,,,,,,,,,,,,,,,,,,,,,,,
10565,4.986232984,95,,,,,,,,,,,,,,,,,,,,,,,
10566,5.085957643,95,,,,,,,,,,,,,,,,,,,,,,,
10567,5.187676796,95,,,,,,,,,,,,,,,,,,,,,,,
10568,5.291430332,95,,,,,,,,,,,,,,,,,,,,,,,
10569,5.397258939,95,,,,,,,,,,,,,,,,,,,,,,,
10570,5.505204117,95,,,,,,,,,,,,,,,,,,,,,,,
10571,5.6153082,95,,,,,,,,,,,,,,,,,,,,,,,
10572,5.727614364,95,,,,,,,,,,,,,,,,,,,,,,,
10573,5.842166651,95,,,,,,,,,,,,,,,,,,,,,,,
10574,5.959009984,95,,,,,,,,,,,,,,,,,,,,,,,
10575,6.078190184,95,,,,,,,,,,,,,,,,,,,,,,,
10576,6.199753987,95,,,,,,,,,,,,,,,,,,,,,,,
10577,6.323749067,95,,,,,,,,,,,,,,,,,,,,,,,
10578,6.450224048,95,,,,,,,,,,,,,,,,,,,,,,,
10579,6.579228529,95,,,,,,,,,,,,,,,,,,,,,,,
10580,6.7108131,95,,,,,,,,,,,,,,,,,,,,,,,
10581,6.845029362,95,,,,,,,,,,,,,,,,,,,,,,,
10582,6.981929949,95,,,,,,,,,,,,,,,,,,,,,,,
10583,7.121568548,95,,,,,,,,,,,,,,,,,,,,,,,
10584,7.263999919,95,,,,,,,,,,,,,,,,,,,,,,,
10585,7.409279918,95,,,,,,,,,,,,,,,,,,,,,,,
10586,7.557465516,95,,,,,,,,,,,,,,,,,,,,,,,
10587,7.708614826,95,,,,,,,,,,,,,,,,,,,,,,,
10588,7.862787123,95,,,,,,,,,,,,,,,,,,,,,,,
10589,8.020042865,95,,,,,,,,,,,,,,,,,,,,,,,
10590,8.180443723,95,,,,,,,,,,,,,,,,,,,,,,,
10591,8.344052597,95,,,,,,,,,,,,,,,,,,,,,,,
10592,8.510933649,95,,,,,,,,,,,,,,,,,,,,,,,
10593,8.681152322,95,,,,,,,,,,,,,,,,,,,,,,,
10594,8.854775368,95,,,,,,,,,,,,,,,,,,,,,,,
10595,9.031870876,95,,,,,,,,,,,,,,,,,,,,,,,
10596,9.212508293,95,,,,,,,,,,,,,,,,,,,,,,,
10597,9.396758459,95,,,,,,,,,,,,,,,,,,,,,,,
10598,9.584693628,95,,,,,,,,,,,,,,,,,,,,,,,
10599,9.776387501,95,,,,,,,,,,,,,,,,,,,,,,,
10600,9.971915251,95,,,,,,,,,,,,,,,,,,,,,,,
10601,1.017135356,96,,,,,,,,,,,,,,,,,,,,,,,
10602,1.037478063,96,,,,,,,,,,,,,,,,,,,,,,,
10603,1.058227624,96,,,,,,,,,,,,,,,,,,,,,,,
10604,1.079392176,96,,,,,,,,,,,,,,,,,,,,,,,
10605,1.10098002,96,,,,,,,,,,,,,,,,,,,,,,,
10606,1.12299962,96,,,,,,,,,,,,,,,,,,,,,,,
10607,1.145459613,96,,,,,,,,,,,,,,,,,,,,,,,
10608,1.168368805,96,,,,,,,,,,,,,,,,,,,,,,,
10609,1.191736181,96,,,,,,,,,,,,,,,,,,,,,,,
10610,1.215570905,96,,,,,,,,,,,,,,,,,,,,,,,
10611,1.239882323,96,,,,,,,,,,,,,,,,,,,,,,,
10612,1.264679969,96,,,,,,,,,,,,,,,,,,,,,,,
10613,1.289973569,96,,,,,,,,,,,,,,,,,,,,,,,
10614,1.31577304,96,,,,,,,,,,,,,,,,,,,,,,,
10615,1.342088501,96,,,,,,,,,,,,,,,,,,,,,,,
10616,1.368930271,96,,,,,,,,,,,,,,,,,,,,,,,
10617,1.396308876,96,,,,,,,,,,,,,,,,,,,,,,,
10618,1.424235054,96,,,,,,,,,,,,,,,,,,,,,,,
10619,1.452719755,96,,,,,,,,,,,,,,,,,,,,,,,
10620,1.48177415,96,,,,,,,,,,,,,,,,,,,,,,,
10621,1.511409633,96,,,,,,,,,,,,,,,,,,,,,,,
10622,1.541637826,96,,,,,,,,,,,,,,,,,,,,,,,
10623,1.572470582,96,,,,,,,,,,,,,,,,,,,,,,,
10624,1.603919994,96,,,,,,,,,,,,,,,,,,,,,,,
10625,1.635998394,96,,,,,,,,,,,,,,,,,,,,,,,
10626,1.668718362,96,,,,,,,,,,,,,,,,,,,,,,,
10627,1.702092729,96,,,,,,,,,,,,,,,,,,,,,,,
10628,1.736134583,96,,,,,,,,,,,,,,,,,,,,,,,
10629,1.770857275,96,,,,,,,,,,,,,,,,,,,,,,,
10630,1.806274421,96,,,,,,,,,,,,,,,,,,,,,,,
10631,1.842399909,96,,,,,,,,,,,,,,,,,,,,,,,
10632,1.879247907,96,,,,,,,,,,,,,,,,,,,,,,,
10633,1.916832865,96,,,,,,,,,,,,,,,,,,,,,,,
10634,1.955169523,96,,,,,,,,,,,,,,,,,,,,,,,
10635,1.994272913,96,,,,,,,,,,,,,,,,,,,,,,,
10636,2.034158371,96,,,,,,,,,,,,,,,,,,,,,,,
10637,2.074841539,96,,,,,,,,,,,,,,,,,,,,,,,
10638,2.116338369,96,,,,,,,,,,,,,,,,,,,,,,,
10639,2.158665137,96,,,,,,,,,,,,,,,,,,,,,,,
10640,2.20183844,96,,,,,,,,,,,,,,,,,,,,,,,
10641,2.245875208,96,,,,,,,,,,,,,,,,,,,,,,,
10642,2.290792713,96,,,,,,,,,,,,,,,,,,,,,,,
10643,2.336608567,96,,,,,,,,,,,,,,,,,,,,,,,
10644,2.383340738,96,,,,,,,,,,,,,,,,,,,,,,,
10645,2.431007553,96,,,,,,,,,,,,,,,,,,,,,,,
10646,2.479627704,96,,,,,,,,,,,,,,,,,,,,,,,
10647,2.529220258,96,,,,,,,,,,,,,,,,,,,,,,,
10648,2.579804663,96,,,,,,,,,,,,,,,,,,,,,,,
10649,2.631400756,96,,,,,,,,,,,,,,,,,,,,,,,
10650,2.684028772,96,,,,,,,,,,,,,,,,,,,,,,,
10651,2.737709347,96,,,,,,,,,,,,,,,,,,,,,,,
10652,2.792463534,96,,,,,,,,,,,,,,,,,,,,,,,
10653,2.848312805,96,,,,,,,,,,,,,,,,,,,,,,,
10654,2.905279061,96,,,,,,,,,,,,,,,,,,,,,,,
10655,2.963384642,96,,,,,,,,,,,,,,,,,,,,,,,
10656,3.022652335,96,,,,,,,,,,,,,,,,,,,,,,,
10657,3.083105382,96,,,,,,,,,,,,,,,,,,,,,,,
10658,3.144767489,96,,,,,,,,,,,,,,,,,,,,,,,
10659,3.207662839,96,,,,,,,,,,,,,,,,,,,,,,,
10660,3.271816096,96,,,,,,,,,,,,,,,,,,,,,,,
10661,3.337252418,96,,,,,,,,,,,,,,,,,,,,,,,
10662,3.403997466,96,,,,,,,,,,,,,,,,,,,,,,,
10663,3.472077415,96,,,,,,,,,,,,,,,,,,,,,,,
10664,3.541518964,96,,,,,,,,,,,,,,,,,,,,,,,
10665,3.612349343,96,,,,,,,,,,,,,,,,,,,,,,,
10666,3.68459633,96,,,,,,,,,,,,,,,,,,,,,,,
10667,3.758288256,96,,,,,,,,,,,,,,,,,,,,,,,
10668,3.833454021,96,,,,,,,,,,,,,,,,,,,,,,,
10669,3.910123102,96,,,,,,,,,,,,,,,,,,,,,,,
10670,3.988325564,96,,,,,,,,,,,,,,,,,,,,,,,
10671,4.068092075,96,,,,,,,,,,,,,,,,,,,,,,,
10672,4.149453917,96,,,,,,,,,,,,,,,,,,,,,,,
10673,4.232442995,96,,,,,,,,,,,,,,,,,,,,,,,
10674,4.317091855,96,,,,,,,,,,,,,,,,,,,,,,,
